Title,Author Name,Rating,Review,Size,Helpfullness,Review_Date
"
Deformed shoe
",Karen Siegel,1.0 out of 5 stars,"

  The right shoe was very deformed when delivered, so it’s not even comfortable.

",Size: 10 Women/8 MenColor: White/Green Ombre,,"Reviewed in the United States on August 26, 2020"
"
Crocs Turning Blue
",travis brown,3.0 out of 5 stars,"

  I want to start by saying I LOVE crocs, however I received my white pair after waiting over a week, they came in on May 29th. They have only been worn a few times out and about I still wear my old ones around the house. These have no been worn with socks or anything of that nature but they are TURNING BLUE! For a little as they have been worn this is concerning!

",Size: 8 Women/6 MenColor: White,,"Reviewed in the United States on June 9, 2020"
"
Read all information for fit TYPE, eg “roomy”
",Gbphrog,3.0 out of 5 stars,"

  These are “roomy” fit, very wide and don’t Stay on my feet like my old ones that apparently were “standard “. Who knew they have 3 fit types, be sure you get what fit you want.  You have to  Search the info for the fit type, they should make it more obvious.

",Size: 10 Women/8 MenColor: Pepper,,"Reviewed in the United States on September 30, 2018"
"
Like walking on a hard bed of nails.
",Steve,1.0 out of 5 stars,"

  I could not believe how hard these plastic shoes were (returned).

",Size: 12 Women/10 MenColor: Army Green,,"Reviewed in the United States on July 29, 2020"
"
Comfy, not pretty
",Michelle Smythe,3.0 out of 5 stars,"

  These shoes are absurdly comfortable, if not visually appealing. I bought a pair two years ago, and fit into the women's size seven, but this pair felt smaller. Also, the other pair took two years to fully wear down the treads on the bottom, but I've had these for less than a year and they are beginning to wear down and lose traction. At least the price seems to be going down as the quality decreases, but I might have to start looking elsewhere for comfort shoes.

",Size: 7 Women/5 MenColor: Black,,"Reviewed in the United States on January 3, 2013"
"
Great fir
",Megan,3.0 out of 5 stars,"

  They were a tiny bit small when I got them but they fit better as I wore them so order your normal size. They’re kinda ugly tho but uhh that’s a personal opinion I don’t like them anymore 😂

",Size: 6 Women/4 MenColor: White,,"Reviewed in the United States on December 18, 2020"
"
They’re fake.
",Hailey Radtke,1.0 out of 5 stars,"

  I bought the garnet crocs, but when they came they weren’t right. For example, they are two different colors and textures. One is much darker and not shiny at all. The texture is just a bunch of dots compared to a real croc texture. The shape is different as well. I did some digging on the crocs website, and I’m pretty sure they don’t even sell half of the colors listed, including garnet. I really recommend only buying the colors that can be found on the crocs website.

",Size: 9 Women/7 MenColor: Garnet,,"Reviewed in the United States on June 21, 2019"
"
Seems like Crocs
",game critic,1.0 out of 5 stars,"

  My Crocs arrived and very excited. Wear them almost everyday but after 3 months these seem to be like crocs shoe shrink in size and the ball of my feet is a bit outside the clogs. My foot will really be outside the clog specially if I am wearing socks. Made in china???

",Size: 9 Women/7 MenColor: Black,,"Reviewed in the United States on September 10, 2020"
"
They shrink
",Rachel,2.0 out of 5 stars,"

  Really sad...ordered these shoes for river trips to use in water and at the camp fire to wear warm socks and in one day in the sun they shrunk literally 2 sizes and can't wear them any more.  I got five days out of them

",Size: 10 Women/8 MenColor: Navy,,"Reviewed in the United States on August 17, 2020"
"
Size 8 and 9 fit exactly the same way...no difference in size
",L. Fred,1.0 out of 5 stars,"

  Disappointed...size 8 was too snug so I ordered a 9...fit EXACTLY the same way...absolutely NO difference...length is what I needed and I got MAYBE an extra sixteenth of an inch in the toe...very frustrated and disappointed...you cannot tell the difference between size 8 and 9...Now I have to return 2 pairs 😩

",Size: 9 Women/7 MenColor: Black,,"Reviewed in the United States on November 24, 2020"
"
Not Real Crocs
",lori a.,3.0 out of 5 stars,"

  Bought these for Grandaughter for Xmas , she says there a second , does not fit the same way the Crocs do !

",Size: 9 Women/7 MenColor: New Mint,,"Reviewed in the United States on December 18, 2019"
"
Didn’t fit!
",Jessica Adkins,1.0 out of 5 stars,"

  Idk If these are fake or what but I had a pair of bought from a school store ordered the same size and they were way smaller had to return them

",Size: 6 Women/4 MenColor: White,One person found this helpful,"Reviewed in the United States on December 23, 2019"
"
they are ok for what they are.
",Kasey,3.0 out of 5 stars,"

  these were too big for me. i ordered the right size but still too big

",Size: 10 Women/8 MenColor: White,,"Reviewed in the United States on May 26, 2020"
"
not our first Crocs, but maybe our last
",M. Dillon,1.0 out of 5 stars,"

  Bought these for our daughter's birthday (weird, I know). She wore them the day they arrived and the strap broke on the left shoe in less than 3 hours.  Our kids have worn crocs for over a decade, and this is not normal.  Really disappointed.

",Size: 8 Women/6 MenColor: Black,2 people found this helpful,"Reviewed in the United States on May 9, 2017"
"
Fur lined
",Mom,3.0 out of 5 stars,"

  This shoe came with fur lining. I didn't see that in the description.

",Size: 13 Women/11 MenColor: Black,,"Reviewed in the United States on September 21, 2020"
"
Wish wide were available...
",BrainSpout,3.0 out of 5 stars,"

  I wish wide sizes were available. If your feet are at all wide these will become uncomfortable really quick. I read about a trick, where you put on several pairs of thick socks, put these shoes in a hot dryer for a couple minutes, then force them on your feet to widen them a bit. It seemed to help a little, I suppose. Wish they had wide sizes available, otherwise the shoes are same quality as all Crocs, just OK.

",Size: 13Color: Black,,"Reviewed in the United States on October 30, 2014"
"
Run big order down a size
",gini,3.0 out of 5 stars,"

  Ordered an 8 for my daughter and this is huge! I wear and 8 as well and this fits more like a 9. Order down a size. Wish they had half sizes

",Size: 8 Women/6 MenColor: Black,,"Reviewed in the United States on July 14, 2019"
"
Beware of Sun
",Amazon Customer,1.0 out of 5 stars,"

  Initially, these felt a little too big for me, which I was fine with. I enjoyed them until yesterday when I left them out in the sun on a hot day for about an hour. After cooling inside, they shrank down to the point where I can't even comfortably wear them anymore.

",Size: 13 Women/11 MenColor: Black,,"Reviewed in the United States on July 8, 2020"
"
Check place of origin.
",Charles Pickard,3.0 out of 5 stars,"

  Ordered 1st pair made in China, too large.  Returned and reordered.  2nd pair a size smaller, made in Mexico and slightly small.

",Size: 13 Women/11 MenColor: Black,,"Reviewed in the United States on May 25, 2020"
"
Does not run true to size
",Catherine Skarr,1.0 out of 5 stars,"

  I had to buy 4 pairs of crocs to find my size- a size 6.5/7.Had to order a woman’s 8 in classic fit.

",Size: 7 Women/5 MenColor: Black,,"Reviewed in the United States on April 20, 2020"
"
I usually buy from a Croc store and am disappointed with the fit of these
",mrcsmiley,2.0 out of 5 stars,"

  I usually buy from a Croc store and am disappointed with the fit of these.  Comparing the soles with the ones I've been wearing, these are definitely smaller.  Not really sure how that works, except maybe it's because they are sold as ""unisex"" instead of regular ""men's"" or ""women's"".

",Size: 9 Women/7 MenColor: Black,,"Reviewed in the United States on February 25, 2017"
"
Broke within 2 weeks - can’t return
",Ghilliehead,1.0 out of 5 stars,"

  Broke within 2 weeks and can’t return. Loved the crocs but the quality is terrible.

",Size: 9 Women/7 MenColor: White,,"Reviewed in the United States on March 14, 2020"
"
They are just ok
",Suzanne Hernstrom,3.0 out of 5 stars,"

  They are not the bouncy, rubbery feel that crocs once were, but comfortable enough not to send them back.  I had a pair when they first came out, so we are talking about years and years of use.  Crocs just aren't like that any more.  But theu work just fine for what I need them for.

",Size: 10 Women/8 MenColor: Khaki,,"Reviewed in the United States on August 6, 2017"
"
Very wide
",Chey,3.0 out of 5 stars,"

  Well made but way too wide. Pretty blue color.

",Size: 9 Women/7 MenColor: Ice Blue,,"Reviewed in the United States on August 17, 2020"
"
Not last
",Louise Ritchie,2.0 out of 5 stars,"

  I had these 3 months the soul of the cros are worm off. I am disabled. I don't work.  I like wearing Cros, but the sole is worn off completely.

",Size: 8 Women/6 MenColor: Navy,,"Reviewed in the United States on May 5, 2020"
"
a bit disappointing
",Rori Don Michael,2.0 out of 5 stars,"

  I bought a red pair of these and they fit fine.  The blue one is the same size and it is not really the same fit.  Apparently they do not standardize their sizing and it looks clunky and I'm rather disappointed with it overall.

",Size: 9 Women/7 MenColor: Bright Cobalt,,"Reviewed in the United States on June 20, 2020"
"
Wrong size
",Diane D. Wadford,1.0 out of 5 stars,"

  Wrong sizeI ordered a men's 13...will return

",Size: 7 Women/5 MenColor: Black,,"Reviewed in the United States on August 20, 2020"
"
Nice shoe, but it is not worth the hassle ...
",Morgan Grauel,2.0 out of 5 stars,"

  Ordered these for $9 less the first time. I had to send them back because they were too small. I did not mind that I had to send them back. They provided me with a label and returned my money. There was no option to exchange the produce for a larger size so I had to reorder the product a second time paying an extra $9. I ordered a size up and they fit the exact same as the size below! Now I have to send them back a second time! Nice shoe, but it is not worth the hassle of trying to find the right size.

",,,"Reviewed in the United States on August 25, 2018"
"
Not True To Size
",KitchenWitch,1.0 out of 5 stars,"

  Had to return these. They were too large.

",Size: 11 Women/9 MenColor: Deep Green,,"Reviewed in the United States on August 22, 2020"
"
Fit not right for a pre-teen
",Amy C. Edwards,3.0 out of 5 stars,"

  My 12yo son wears an adult size 8 but his foot is more narrow than an adult so the crocs really don't fit him as to the width.  They are fine on the length though.

",Size: 10 Women/8 MenColor: White,,"Reviewed in the United States on March 11, 2019"
"
Used shoe - beware
",D. Whiteman,2.0 out of 5 stars,"

  Shoe fits my niece great but the package was retaped and there was a spot on the bottom that looked like it was melted. Her mom said not to bother to send them back but it annoying to be sent an obviously used shoe.

",Size: 6 Women/4 MenColor: Lavender,,"Reviewed in the United States on June 5, 2020"
"
Sizing and quality concerns.
",MCW,1.0 out of 5 stars,"

  Not sure what is going on but I ordered a size 11 for my husband and an 8 for me as we've worn before (from Zappos). The size 11 fit like clown shoes and the size 8 are short. The cushioning and texture isn't the same. I just ordered an 11 from Zappos and they are the correct size and quality. Will donate theses. Buyer beware.

",Size: 13 Women/11 MenColor: Tangerine,4 people found this helpful,"Reviewed in the United States on October 4, 2017"
"
I prefer the old style of crocks
",Gator Gold,3.0 out of 5 stars,"

  I am not fond of the flexible piece at your heal which used to be firm on the old models. It ends up twisting frequently. My other complaint is that crocks in general expand and get bigger after a few weeks. I have found that putting them in the hot sun helps to shrink them.

",Size: 11 Women/9 MenColor: Black,,"Reviewed in the United States on August 6, 2017"
"
Other models are/were better.
",B. Levitt,2.0 out of 5 stars,"

  Honestly, I'm disappointed.  I've had a pair of crocs duet for a two years now and they are awesome.  Squishy.  Has arch support.  These on the other had are underwhelming.  Less support.  Less cushion.  Less shoe in general.  Maybe I'm not being fair by not reviewing these on their own merit.  But the important point is that not all crocs are the same.

",Size: 12 Women/10 MenColor: Black,2 people found this helpful,"Reviewed in the United States on November 5, 2015"
"
Little too small. Up a size and they’d be perfect.
",Sam,3.0 out of 5 stars,"

  Way too expensive for what they are but I need them for my lifeguard job. I wear a 7 in women’s usually with room but these are a 7 and my toe is all the way to the end so hopefully it doesn’t wear them quickly. They are comfy and do what I need them to do. If you are hesitant on size. I wish I’d upped one more size.

",Size: 7 Women/5 MenColor: Black,,"Reviewed in the United States on August 12, 2018"
"
Older pairs are better
",MJ,3.0 out of 5 stars,"

  I have several pairs of older crocs in a couple differen styles. This particular pair seems to be a lower quality. It fits smaller than the same size I already own. Around the heel of both shoes are ragged pieces where it did not separate cleanly from the mold. Also the strap on the left shoe is crooked and doesn't fit over the top. Color is pretty.

",Size: 9 Women/7 MenColor: Lapis,,"Reviewed in the United States on July 7, 2016"
"
I have a cheap pair of garden clogs that I bought at Walmart about three years ago that the soles are quite worn on but they are
",Ronald Smith,2.0 out of 5 stars,"

  I based my purchase from the reviews I read on Amazon.com. Although the length is okay the shoes are much narrower that I was led to believe. I have a cheap pair of garden clogs that I bought at Walmart about three years ago that the soles are quite worn on but they are far more comfortable. I doubt that I will buy another pair of Crocs.

",Size: 13 Women/11 MenColor: Navy,One person found this helpful,"Reviewed in the United States on September 8, 2015"
"
Two different sized shoes!
",Joe Mathieu,1.0 out of 5 stars,"

  Completely outraged!! I just received my order and i have two different sized shoes but they are labeled as the same size!! One is drastically smaller than the other, it is as small as a child size. I ordered two pairs of them.. i will receive the other shipment tomorrow and hope to not have the same problem! I would have given zero stars if possible!

",Size: 7 Women/5 MenColor: Slate Grey,,"Reviewed in the United States on May 14, 2020"
"
SMALL fit
",Kindle Customer,2.0 out of 5 stars,"

  The narrative says if you are between sizes to size down.  I did and the fit was way too short.  I'm an 8.5 so I ordered the 8.  I gave them to my sister who is a 7.5 and they were STILL too small

",Size: 8 Women/6 MenColor: Navy,,"Reviewed in the United States on December 7, 2018"
"
Too Uncomfortable
",amysuzi,1.0 out of 5 stars,"

  I finally buy crocs for easy on and off to leave outside my back door. They are not easy on and off, even though these should be too big. I wore them 4 blocks walking and rubbed my foot in several places that it actually caused sores that hurt and had to scab over then heal up. So I would not recommend these for this purpose.

",Size: 11 Women/9 MenColor: Chocolate,One person found this helpful,"Reviewed in the United States on October 20, 2019"
"
The correct correlation between centimeters and inches when ordering out of the US.
",RODNEY GREENE,3.0 out of 5 stars,"

  I loved the color and style, but the crocs were too large and wide.So I sent the merchandise back to the company. I wanted to exchange for a smaller size, but was not offered the choice. Instead, I was only offered the choice to receive a refund back to my credit card, but I also used my gift card of $11.00 as well.

",Size: 16 Women/14 MenColor: Navy,,"Reviewed in the United States on February 25, 2019"
"
I have very bad feet I walk all day on concrete and when ...
",Michelle,3.0 out of 5 stars,"

  I have been wearing Crocs for at least 8 years. I have very bad feet I walk all day on concrete and when I get home I instantly kick off my shoe and slip on my Crocs. I have bought a dozen pairs over the years. This time they seem to be smaller and not as comfortable. The material seems to be harder and slicker. I still wear them but I wish they were bigger and softer like the ones from past purchases.

",Size: 9 Women/7 MenColor: White,,"Reviewed in the United States on November 2, 2014"
"
They were super comfortable. I ordered a different croc that is ...
",Klaudia,2.0 out of 5 stars,"

  There is nothing wrong with these shoes other than I didn't care for the style of them.  They are just too wide looking for my likes.  They were super comfortable.  I ordered a different croc that is more narrow and I was happier with them.

",Size: 8 Women/6 MenColor: Navy,,"Reviewed in the United States on January 9, 2018"
"
not for me
",barfrausa,1.0 out of 5 stars,"

  wasn't too comfortable so i returned them for refund

",Size: 13 Women/11 MenColor: Black,,"Reviewed in the United States on June 28, 2020"
"
Runs very small
",Kelly A. Marean,3.0 out of 5 stars,"

  I've bought many pairs of crocs over the years. The last 2 pairs I've gotten are very different and they run very small

",Size: 11 Women/9 MenColor: Tangerine,,"Reviewed in the United States on September 10, 2019"
"
Broken within one day of use
",E.T.,2.0 out of 5 stars,"

  I took these shoes on an overseas trip.  On the first day of wearing them, the strap on the left foot broke.  I super-glued it since there is no way of returning the shoes and I need them...

",Size: 9 Women/7 MenColor: Navy,,"Reviewed in the United States on June 25, 2019"
"
Shrunk immediately
",Rachael Hires,1.0 out of 5 stars,"

  These shrunk a week after purchasing wearing, so disappointed with the product

",Size: 12 Women/10 MenColor: Black,,"Reviewed in the United States on May 11, 2020"
"
Don’t expect much
",Amazon Customer,3.0 out of 5 stars,"

  Not what I expected, everyone raves about crocs , I am not in love with them, sloppy fit and no very comfortable . Would never buy them again.

",Size: 13 Women/11 MenColor: Black,,"Reviewed in the United States on April 29, 2019"
"
Size is wrong
",Ajb,1.0 out of 5 stars,"

  Ordered a men's 9. It says men's 9, but they fit men's 11

",Size: 11 Women/9 MenColor: Lemon,,"Reviewed in the United States on December 26, 2020"
"
Too large
",adutt,2.0 out of 5 stars,"

  Ran very large. Have other crocs that are true to size, dint know why these were so big. Disappointing.

",Size: 10 Women/8 MenColor: Black,,"Reviewed in the United States on October 21, 2019"
"
Bumps make it impossible to use socks and feet sweat without socks
",cel b,3.0 out of 5 stars,"

  The bumps inside make it impossible to use with socks and feet will sweat a lot without socks

",,,"Reviewed in the United States on January 10, 2020"
"
Crocs
",Liz,3.0 out of 5 stars,"

  Last time I bout Grey it was darker in color. Other then that it’s good.

",Size: 8 Women/6 MenColor: Slate Grey,,"Reviewed in the United States on July 3, 2020"
"
Received two different sizes clogs
",RM Mitchell,1.0 out of 5 stars,"

  I received two different clog sizes.  I tried on the right clog as soon as I received and assumed the left clog was the same size.  Unfortunately, by the time realized I had two different sizes the return period had passed.  This is disappointing as I’m out the money.  I’m not inclined to buy this product again.

",Size: 9 Women/7 MenColor: Navy,,"Reviewed in the United States on September 5, 2020"
"
Clip won’t stay latched on
",Brooklyn,1.0 out of 5 stars,"

  I was so excited to order these for my daughter she’s been wanting them for the longest so I put a order in and received them day of her birthday, but when she opened them the little black clip that holds the strap kept coming off she didn’t even get to wear them. We clipped it on correctly but then noticed it had popped off somewhere. Disappointed I have to spend more money.

",Size: 6 Women/4 MenColor: Lemon,One person found this helpful,"Reviewed in the United States on November 20, 2019"
"
Plastic Junk
",Robert Rohrbaugh,1.0 out of 5 stars,"

  Worst clogs I have ever bought. On top of being cheap plastic the inside is covered in little plastic spikes. Even if you wear heavy socks they still digs into your foot.

",Size: 13Color: Black,,"Reviewed in the United States on December 2, 2018"
"
No toe wiggle room
",Bridgette,3.0 out of 5 stars,"

  I am annoyed be because this is too close on my feet to be a 9. They fit exact and literally has no space/room for toe wiggle. I am in a next country so I can't even send it back. They need to  start making these on half sizes

",Size: 9 Women/7 MenColor: Chocolate,,"Reviewed in the United States on February 17, 2018"
"
Poor sizing
",kim milano,3.0 out of 5 stars,"

  Way to narrow for male sent back

",Size: 13 Women/11 MenColor: Chocolate,,"Reviewed in the United States on August 7, 2020"
"
Not the same as the old crocs
",Anna Glauda,2.0 out of 5 stars,"

  I have a problem with my arches and need to use orthotics.  I have been wearing my old crocs along with my inserts for at least 5 years or better and have always found them so comfortable.  Unfortunately they're so worn I needed to replace them.  I ordered the classic crocs and expected them to be the same as my old ones but they are different in sizing.  The boot is a little too wide and my feet move around too much so I'm not getting the support I need.  I cannot wear them for more than 1/2 hour.

",Size: 8 Women/6 MenColor: Black,One person found this helpful,"Reviewed in the United States on May 18, 2016"
"
worst shoes ever
",Anja Williams,1.0 out of 5 stars,"

  Horrae shoe , to tight and cut my side open .

",Size: 7 Women/5 MenColor: White,,"Reviewed in the United States on June 21, 2020"
"
Pricey
",Teriann,3.0 out of 5 stars,"

  Too expensive for what you get & how long they last a child but she is lucky we love her.

",Size: 6 Women/4 MenColor: Ice Blue,,"Reviewed in the United States on December 5, 2019"
"
WRONGE They are more like size 6 women not 8
",ALF,2.0 out of 5 stars,"

  I looked at a crocs pair I own which was size 8 women so I thought they would be the same.  WRONGE They are more like size 6 women not 8.  These run very small. Measure the length of your foot before ordering.  Returning them.  They don't carry the wider size not reordering.

",Size: 8 Women/6 MenColor: White,,"Reviewed in the United States on August 11, 2017"
"
BEWARE!!!  CROCS SHRINK!!!!
",frances mccormack,1.0 out of 5 stars,"

  My Crocs are for the garden and back yard. I left them outside the back door in the heat and one of the shoes SHRUNK! I can no longer wear it. WHY is there not a warning on the package or bag??? Not good for anything now.

",Size: 10 Women/8 MenColor: Slate Grey,,"Reviewed in the United States on August 15, 2020"
"
Too big
",Spencer,3.0 out of 5 stars,"

  They were cheap so I will keep them, but they’re way too big even though the size is the right one.  They will be fine for doing some backyard gardening after a rain.

",Size: 10 Women/8 MenColor: Navy,,"Reviewed in the United States on December 8, 2018"
"
Disappointed
",Suzanne,1.0 out of 5 stars,"

  The navy blue crocs were mis-sized by at least one to one and a half sizes. This was my second pair of navy ones and they were both sized too small! Very disappointed!!!

",Size: 12 Women/10 MenColor: Navy,,"Reviewed in the United States on January 2, 2020"
"
These were HUGE
",Phoebe,1.0 out of 5 stars,"

  I returned these.I wear a 9.5 womens and ordered a 10 which is the size of the ones I own.  , Also said made in Mexico like my pink ones but unfortunately returned them because they were HUGE and floppy.  May reorder in a 9 instead but haven't yet.  bummer

",Size: 10 Women/8 MenColor: Navy,,"Reviewed in the United States on August 25, 2017"
"
Ran small for size.
",Rhonda R Vincent,3.0 out of 5 stars,"

  I have had crocs before and this pair ran very small. I'm just using them to put on quick to take puppy outside but it takes a little longer to slip on.

",Size: 8 Women/6 MenColor: Navy,,"Reviewed in the United States on July 25, 2019"
"
Not durable
",Ryan,2.0 out of 5 stars,"

  Seem cheaper than i expected for the cost. I walk on a lot of gravel and they have not held up to the terrain

",Size: 13 Women/11 MenColor: Black,,"Reviewed in the United States on August 6, 2020"
"
Too small
",L.T. Odams,2.0 out of 5 stars,"

  I have been ordering size 6 for years and they have always fit perfectly.  I ordered two new pairs and they are both too small.  I suggest ordering a size up.  Not as roomy compared to my older pairs.

",Size: 6 Women/4 MenColor: Ballerina Pink,,"Reviewed in the United States on June 25, 2018"
"
Runs smaller than my old pair
",Mariella,3.0 out of 5 stars,"

  This pair is about a size smaller than the pair I purchased before.The color is very nice and it still fits since my old pair was roomy, but maybe one might need to purchase a size up if in between sizes.

",Size: 7 Women/5 MenColor: Pink Lemonade,,"Reviewed in the United States on December 23, 2020"
"
Too big because they are only selling the ‘roomy’ pairs on amazon
",Brody Bindle,2.0 out of 5 stars,"

  It did not say anywhere on Amazon that I would be receiving extra wide and roomy crocs. I ordered down a size just like everyone else always says amd they were at least two sizes too large!

",Size: 13 Women/11 MenColor: Pepper,,"Reviewed in the United States on May 8, 2019"
"
Quality not what it used to be - Keep out of sun
",SommMom,3.0 out of 5 stars,"

  I have worn many Crocs over the years, but recently discovered that some versions like the Bistro style have started shrinking and warping if left in the sun to dry. I had two pairs that warped after two hours of 80-85 degree heat. I never had this problem before.

",Size: 12 Women/10 MenColor: Navy,,"Reviewed in the United States on June 20, 2017"
"
Hmmmmmmmm
",Jarbells,3.0 out of 5 stars,"

  Not real sure how I feel about these shoes. They seem fine for going to the beach in or casual running errands but they are not nearly as comfortable as solomons or keen. They are extremely ugly, do not offer alot of support. But the soles feel soft and are comfortable enough to work a few hours in. Soooooo ugly!!

",Size: 8 Women/6 MenColor: White,,"Reviewed in the United States on June 23, 2016"
"
Convinced these are counterfeit
",Matt,1.0 out of 5 stars,"

  Both shoes are warped and scuffed. They also each have a chunk of plastic on the sole from the injection mold. They are too small but the same size/style/color fit fine at the local store. I am convinced these are counterfeit.

",Size: 12 Women/10 MenColor: Navy,One person found this helpful,"Reviewed in the United States on July 4, 2019"
"
Runs extremely large.
",macdragonflies,3.0 out of 5 stars,"

  Wished I had known this style ran so large, width & length. Measured my foot according to the instructions for sizing. What else can I say... these are going back.

",Size: 8 Women/6 MenColor: Black,,"Reviewed in the United States on December 2, 2018"
"
Real or fake?
",Jessalyn Martin,2.0 out of 5 stars,"

  I bought these for my teenage daughter for her birthday. The listing says nothing about these being wide. They are way too big for her. She tried on her cousins, who ordered his directly from the Croc website in the exact same size and they fit her perfectly. I am questioning the authenticity of these 'Crocs'. If they are authentic but just in a wide why doesn't the listing note that? I would be weary of ordering these shoes.

",Size: 10 Women/8 MenColor: Lemon,,"Reviewed in the United States on July 3, 2019"
"
DIFFERENT SIZES
",swalter,1.0 out of 5 stars,"

  I purchased these for my husband and one is a size 16 (what I ordered), but the other is size 15. They were a gift and now it says I can't return them. So frustrating.

",Size: 18 Women/16 MenColor: Black,One person found this helpful,"Reviewed in the United States on August 22, 2019"
"
Used product 🙁
",Nicole,3.0 out of 5 stars,"

  Received previously worn crocs.... disappointed overall but happy with overall product as Crocs are super comfy!

",Size: 9 Women/7 MenColor: Lavender,,"Reviewed in the United States on August 12, 2020"
"
Crocs Unisex shoes
",lezzah,1.0 out of 5 stars,"

  I have ONLY worn them once, ONLY IN THE HOUSE, out them right back in the bag. They're too big, don't look good on the feet.Just not like the other  CROC shoe products that I have. purchase was disappointing, which I RARELY say, but it's true.Sorry.

",Size: 9 Women/7 MenColor: Khaki,One person found this helpful,"Reviewed in the United States on October 8, 2016"
"
FAKE! CHEAP KNOCK OFFS! DUPES! SAVE YOUR MONEY!
",Sherry Robinson,1.0 out of 5 stars,"

  These are knock offs. Real crocs are made in China. These are made in Vietnam. The feel is different. Real crocs are heavier. Also the crocs on the sides are upside down. It wouldn’t be so bad if I wasn’t paying full price for a knock off. I want my money back!

",Size: 11 Women/9 MenColor: Pepper,One person found this helpful,"Reviewed in the United States on December 29, 2019"
"
RUNS WAY TOO BIG!! Like 2-3 SIZES TOO BIG!! 👎🏻
",Desiree,2.0 out of 5 stars,"

  Great product. Just as described. However, my son wears a men’s size 11 us shoe and these crocs purchased & displayed as a “Men’s US Size 11(M) shoe”, is definitely NOT ACCURATE!Because these specific crocs are WAY TOO BIG!!

",Size: 13 Women/11 MenColor: Black,,"Reviewed in the United States on December 28, 2017"
"
Beware of color.
",Jason C.,3.0 out of 5 stars,"

  I thought I ordered the olive color Crocs but I guess it was my fault for not checking the description and only relying on the picture...

",Size: 11 Women/9 MenColor: Khaki,,"Reviewed in the United States on August 12, 2020"
"
Beware.  Fit appears to vary depending on the color you pick.
",Harrison Bergeron,1.0 out of 5 stars,"

  Beware.  Fit appears to vary depending on the color you pick.  I bought these crocs in Navy last year and the fit was perfect.  This year I bought the same size crocs only in Khaki, and they are way too small.

",Size: 6 Women/4 MenColor: Khaki,3 people found this helpful,"Reviewed in the United States on March 17, 2017"
"
Defective!
",TXrj,1.0 out of 5 stars,"

  It is hard to rate these according to size, because the pair I received were defective. One shoe felt somewhat small, while the other was impossible to wear, because the strap was too short to stay behind my heel. Like other reviewers, I noticed these were made in Mexico rather than in China. I'm a loyal Amazon shopper and am hoping Amazon will take care of this, because either Crocs has a problem with their merchandise quality online - or these were knockoffs! These shoes didn’t feel right in general, so like other reviewers, I may decide to shop in a Crocs store instead of online.

",Size: 8 Women/6 MenColor: Chocolate,4 people found this helpful,"Reviewed in the United States on February 19, 2015"
"
not true to size or past experience
",V. Sirkin,1.0 out of 5 stars,"

  Each time I order a new pair of Crocs the size is different...this time they are so wide...I'm debating as to whether to send back or if I can make them work.  there is no consistency.

",Size: 8 Women/6 MenColor: Khaki,,"Reviewed in the United States on May 18, 2019"
"
Needs 1/2 sizes
",Sharman Morrison,3.0 out of 5 stars,"

  Unfortunately these do not come in half sizes.  The 10 too big and the 9 my toes rub up against the end.  I use the for aquatic exercise so I just live with the problem, but I could not wear the around the house or out.

",Size: 9 Women/7 MenColor: Navy,,"Reviewed in the United States on July 22, 2019"
"
love this clunky little things
",DJ,3.0 out of 5 stars,"

  love this clunky little things, however, the fit is SO difficult. Have several different styles and as many of the reviews say, there is MUCH variance in the fit. While the length of these is accurate 7W/5M (I wear 6.5 normally) they are SO huge, I would need a couple of pairs of socks to keep them on. Returning.

",Size: 7 Women/5 MenColor: Khaki,,"Reviewed in the United States on June 16, 2016"
"
Don’t like your shoes
",Amazon Customer,3.0 out of 5 stars,"

  Here again the right foot is smaller than the left. I kept these but not happy with it

",Size: 8 Women/6 MenColor: Ballerina Pink,,"Reviewed in the United States on November 9, 2019"
"
Poor fit
",KimH,2.0 out of 5 stars,"

  Size 8 women’s was WAY too large. Will be returning.

",Size: 8 Women/6 MenColor: White,,"Reviewed in the United States on April 18, 2020"
"
I love crocs ❤️
",Amanda Perez,2.0 out of 5 stars,"

  Arrived with strap broke on one side - rigged it to stay up so I can’t move strap but didn’t want to hassle sending back - but I loved crocs

",Size: 9 Women/7 MenColor: White,,"Reviewed in the United States on July 23, 2020"
"
Classic crocs still classic but sizing unpredictable.
",Sherry G.,3.0 out of 5 stars,"

  I have been wearing crocs for years, and these were just as expected except for the size.  Buyers beware.  I ordered the same size and style of unisex classic  crocs as my old ones.  They were significantly shorter.  Exchanged to the next size up, and they were identical to the old ones.  I could not have been mistaken because the size was still visible imprinted on the bottom of the old shoes.  I would give them 5 stars because I like crocs, but feel forced to downgrade because of size inconsistency.  How hard can it be to make a molded shoe conform to size?

",Size: 9 Women/7 MenColor: Chocolate,,"Reviewed in the United States on July 21, 2017"
"
Crocs size very small.
",insinu8,3.0 out of 5 stars,"

  My only complaint is that they are VERY small for the indicated size.I usually wear a size 7-7.5 in athletic shoe, so I bought a size 8 for some extra wiggle room.I should have bought a size 9.

",Size: 10 Women/8 MenColor: Black,,"Reviewed in the United States on October 2, 2018"
"
Loved the color
",Patti hayley,1.0 out of 5 stars,"

  I’m not sure what happened with these.  They said they were the same size but clearly the right was bigger tha. The left

",Size: 7 Women/5 MenColor: Pepper,,"Reviewed in the United States on August 18, 2020"
