Title,Author Name,Rating,Review,Size,Helpfullness,Review_Date
"
Love these stress-relieving Crocs
",Lyr Lobo,5.0 out of 5 stars,"

  I'm on my fourth pair in this style and love these Crocs. I wear them every day around the house. Three pairs I bought  a size larger and I feel like I'm not wearing shoes.  The fourth looks more dainty for travel. The inner sole features textured nubs that massage my feet. They feel fantastic, last 1-2 years of daily wear, and are easy to clean!

",Size: 8 Women/6 MenColor: Black,One person found this helpful,"Reviewed in the United States on April 5, 2020"
"
Wore out my old pair, new pair is stiff because they need to be broken in
",JeriOwl,5.0 out of 5 stars,"

  The longer I wear each pair of Crocs the more comfortable they become.  I've worn many different styles and colors of Crocs, the khaki classic clog is my timeless favorite for most every season but bitterly cold.  They are ideal for every day wear around the home or town, at the pool or even for basic farm chores. Fit is always true to size but be forewarned, black tends to shrink in sunlight whereas I've never encountered this problem with other colors.

",Size: 12 Women/10 MenColor: Khaki,,"Reviewed in the United States on September 10, 2020"
"
PERFECT HOUSE SHOES
",r0chelle67,5.0 out of 5 stars,"

  The perfect upgrade to my crummy old house slippers! I have gone through several pairs of “memory foam” house slippers... they never last me more than a few months before they go flat and become practically useless... no support, get dirty fast, and then they don’t wash well. These were the perfect solution. SO comfortable, easy to slip on with or without socks, easy to clean, and they actually keep my feet a bit warm! LOVE them and I get sad to take them off when I need to leave the house. I’m between a 7.5-8, average width, and the 8 fits great.

",Size: 8 Women/6 MenColor: Melon,,"Reviewed in the United States on June 30, 2020"
"
I wanted to find these classic ones because I loved to wear them around the house as indoor slippers
",Ryan,5.0 out of 5 stars,"

  I couldn't find the classic ones in the stores around where I live anymore. They all have adopted the newer hard bottoms. I wanted to find these classic ones because I loved to wear them around the house as indoor slippers. Just for some context, I'm Asian, and we don't wear shoes into the house. Partially to keep the floors clean, but probably some other cultural reason that I haven't looked into yet. We have specific indoor slippers. I haven't looked too much into slippers, but I know these are good in the winter time because they can keep my feet warm and are easy to wash if they start to smell.The only problem I have with these are that it's hard to know what size to buy without trying them on, but that's just me.

",Size: 13 Women/11 MenColor: Pepper,2 people found this helpful,"Reviewed in the United States on April 28, 2017"
"
Like walking on pillows
",Charmon,5.0 out of 5 stars,"

  My feet hurt all the time.  I bought these to walk around the house.  I have to wear shoes doing chores around the house or my feet are killing me in a few minutes.  I can't get over how comfortable these things are.  I wish I bought a pair years ago.  I got them yesterday and wore them all day cleaning the house.They fit me really well.  That makes me think they might not fit most that well.  I have very wide feet and a high arch.  I usually buy New Balance extra wide athletic shoes.

",Size: 13 Women/11 MenColor: Black,,"Reviewed in the United States on May 4, 2020"
"
So comfortable and great arch support
",Lissa H,5.0 out of 5 stars,"

  Ok, I am not a fan of crocs because I’ve always thought they were ugly.  I bought a pair to wear around the house because I read they have good arch support and my arches were cramping a lot. Put them on and thought, holy cow.  I get it now.  They are extremely comfortable.  They have great arch support and a large toe box to allow wiggle room.  After wearing them a few days, I decided that they are so comfortable that it outweighs the beauty factor.  LOL.  I could wear these all day, easily.

",Size: 8 Women/6 MenColor: Black,,"Reviewed in the United States on May 19, 2020"
"
Un-shockingly comfortable
",Eric Nichols,5.0 out of 5 stars,"

  My 30-year old wife said she would never be caught dead wearing these ""ugly"" things... which is true: she can be caught alive wearing them now. After her ankle injury, even her ""Zen"" activities (cooking and laundry, no joke: she forbids me from taking them from her) would became agonizing after ten minutes of standing on bare feet. But these squishy shoes have brought her renewed hope that life moving forward isn't going to be chronic pain on her feet.

",Size: 8 Women/6 MenColor: Pool,,"Reviewed in the United States on October 16, 2020"
"
Made for very wide feet. Great for CHP
",Back in Shape,5.0 out of 5 stars,"

  I love these shoes. I use them as slippers around the house. I also use them in the public pool (before covid). They are so easy to slip on and off. They are made for REALLY WIDE feet. For those people with swollen feet and ankles like congestive heart failure etc THESE ARE PERFECTHowever, I have VERY NARROW feet and they are still fine for me except they fit best with socks. I wear a Womens 7.5 or a Euro 38 and I believe the size 8 was perfect

",Size: 9 Women/7 MenColor: Black,,"Reviewed in the United States on August 17, 2020"
"
Lightweight
",C Janssen,5.0 out of 5 stars,"

  Super comfortable and lightweight. I normally wear between an 8-9, and purchased the 8 after reading the details saying they are made to be very roomy. I planned to wear them without the strap, so they were perfect. I think I would've needed a 9 if I wanted to wear them comfortably with the strap or thick socks. Sadly, my cats got ahold of them a couple hours after they got delivered 😭 so I won't get a chance to see how they feel worn in.

",Size: 8 Women/6 MenColor: Black,2 people found this helpful,"Reviewed in the United States on December 1, 2018"
"
LOVE
",Chris C,5.0 out of 5 stars,"

  I've tried for years to avoid Crocs and I've finally given in. These are by far, THE BEST camp shoes (walking around your campsite for car camping OR backpacking). They're also fantastic for gardening. Lightweight and very comfortable. So happy I finally swallowed my pride and got a pair.

",Size: 7 Women/5 MenColor: Army Green,One person found this helpful,"Reviewed in the United States on August 9, 2020"
"
Exactly the size and fit!  BEWARE HALF-SIZE ADVICE!
",Darby's Daddy,5.0 out of 5 stars,"

  These fit my daughter's foot perfectly. She likes to say that she has 'narrow' feet, but these fit perfectly with or without the heel band.NOTE: Amazon says to go a size down if you want a half-size fit, but the 7W/5M proved much too small for my daughter, who wears a 7.5W.  The 8 fit perfectly, though!  So one, purchase, one return (totally hassle-free), and one replacement!

",,2 people found this helpful,"Reviewed in the United States on March 13, 2019"
"
Not sure about this product.
",Gussie Fink-Nottle,4.0 out of 5 stars,"

  I have a very old pair of Crocs that are the MOST COMFORTABLE shoe ever. In this time of Covid I wear them a lot. In fact I wear them most of the time. They were wearing out and I decided to order another pair. This new pair is fine really but nothing like the just soft enough, just firm enough old pair that I still have. I slip my feet into that old pair and my feet stop barking and start purring. They are a treasure. If my life was a nation they would be a National Treasure.So I was very sad that these new ones were not exactly like my old ones. If you didn't have my old ones to compare to you might not know what you were missing. I did not post a review at the time of purchase as I was too busy worrying about Covid and life and survival. I wonder if these are the real thing or a knock off. Again, they are fine but just not quite the same.

",Size: 8 Women/6 MenColor: Navy,,"Reviewed in the United States on November 12, 2020"
"
We are now a Crocs family!
",LYNZ,5.0 out of 5 stars,"

  After a lifetime of saying I'd never wear Crocs, we finally purchased them for our whole family to wear out in the back yard and while walking to the beach. These are very comfortable, and much easier for my daughter and husband to wear than flip-flops. They slip on and off easily, wash very easily, and are durable. We now have them for everyone! At first, they feel huge, but once you get used to the large toe box area, they are comfy.

",Size: 6 Women/4 MenColor: Ice Blue,,"Reviewed in the United States on September 22, 2020"
"
Great quality and decent price.
",budding artist,5.0 out of 5 stars,"

  Could not find classic crocs in pretty colors nor at a reasonable price locally.  Took a chance even though some reviews were pretty negative and except for getting 2 different sizes pretty minor as to the complaints.  They fit fine and I can’t come up with anything very negative beyond I couldn’t walk out of a store with them.  On the positive side, they were only $20 less than the store that only had a muddy green color so the 2 day wait was totally worth it.

",Size: 7 Women/5 MenColor: Neon Purple,One person found this helpful,"Reviewed in the United States on May 7, 2019"
"
Crocs with socks the new fashion trend
",Tori Day,5.0 out of 5 stars,"

  When I was searching on Amazon wardrobe to find Crocs or flip flops for my husband I came across these beauties.  I am one of the people that your own a pair of Crocs. My husband felt exactly the same however for some reason I was able to convince him that these would be perfect for him. I mean heck Deadpool wears them so surely he must know that they're comfortable.ever since I've got these for him he has for gone his flip-flops and he also likes and where's these crocks almost every single day. Much to my mortification occasionally he put socks on with the Crocs.

",Size: 13 Women/11 MenColor: Black,,"Reviewed in the United States on September 19, 2019"
"
Love my Crocs!
",Kylie Smith,5.0 out of 5 stars,"

  This was my first purchase of Crocs and might I say I'm hooked! They fit perfectly. I have a narrow/wide foot which makes it almost impossible to wear slip on shoes, these fit perfectly! I'm never going back to flip flops! Hope these images help!

",Size: 8 Women/6 MenColor: Lemon,3 people found this helpful,"Reviewed in the United States on September 5, 2019"
"
I have these in blue too
",AR Grover,5.0 out of 5 stars,"

  I love these shoes.  I have bought them before and they last forever. I like them because they are easy to put on and easy to take off. I buy size 6 because I have that size already and they are a bit big but still work. I can't find the other dark blue one but I am sure it will turn up soon. These tan ones will go great with all of my clothes through out the year and while the color is not the brightest, it is the color which I prefer. Don't want the fish to see me now do I?

",Size: 6 Women/4 MenColor: Khaki,,"Reviewed in the United States on April 29, 2020"
"
Never thought I'd buy these (again)
",MountainMama,5.0 out of 5 stars,"

  I grew up in the front range in CO, where these originated, and remember seeing their kiosks in all the local malls. I bought a pair for my garden center job and really liked them, but ultimately sold them because FASHION! Now I'm older, live in the mountains and needed a pair of shoes that i could hose off and bought a pair of Crocs! They're still comfortable, still not my style, but they certainly are functional.

",Size: 8 Women/6 MenColor: Khaki,,"Reviewed in the United States on November 2, 2020"
"
It really irks me when my sister is right... LOL
",B. S. Mc.,5.0 out of 5 stars,"

  Living out in the country I needed a pair of shoes to keep by the door that were easy to slip on and off. My sister has sworn by her Crocs for years. I finally broke down and decided to give them a try. They’re perfect to wear outside to fill bird feeders, hike out to the barn, take out the trash etc.  The heel strap on the back is a great feature and ensures that you do not pop out of them accidentally.

",Size: 13 Women/11 MenColor: Black,,"Reviewed in the United States on December 6, 2020"
"
Love Them ... Perfect Fit
",Amazon Customer,5.0 out of 5 stars,"

  I brought these crocs for my grand-daughter for her 14th birthday.  I ordered them ""kinda"" last minute but they arrived exactly on her birthday (yayyyy!). She loves everything about them (because she LOVES crocs).  But, I was slightly disappointed (just a lil') because of the color. I thought they were a brighter red but they are not as bright as I imagined.  But, I could have clicked on the wrong shade of red.

",Size: 9 Women/7 MenColor: Pepper,,"Reviewed in the United States on November 5, 2020"
"
An unlikely Croc convert
",Brent Robertson,5.0 out of 5 stars,"

  I have held an anti-Croc position with much color and fanfare, for years now. Making fun of them and the wearer whenever I could. Then I finally got a pair two weeks ago. And not just any pair, bright yellow. If I'm gonna hate on Croc's why not do it loudly. I just so happened to be on vacation last week, which required 10+ miles of walking per day. I wore them like my life depended on it. And alas, I find myself begrudgingly a fan. They are really well designed, so simple, but so effective. Everywhere slippers, and when I say everywhere, that includes lobster boats, scaling the rough coastline of Maine, walking endless long dirt roads, outdoor showers on the beach. I am a Croc convert, but now make fun of myself.

",Size: 15 Women/13 MenColor: Lemon,,"Reviewed in the United States on August 3, 2020"
"
Needs softness
",Discerning Customer,4.0 out of 5 stars,"

  I had a pair which I got over a decade ago. Until recently I had kept them by the door for quick trips outside. Then I got planter fasciitis, and they became my everyday shoe. This replacement is not as soft and comfortable. Maybe it is because the older shoe was of aged material, is was softer. I wish they were still wearable. These replacements are still better than any other option though.

",Size: 10 Women/8 MenColor: Lapis,,"Reviewed in the United States on December 15, 2020"
"
Comfort is AMAZING!!
",IslandLady_04,5.0 out of 5 stars,"

  I love these shoes!! It’s like walking on clouds. The only thing I’d change is getting a larger size. They fit perfectly, for me personally I’d like a little wiggle room.

",Size: 8 Women/6 MenColor: White/Green Ombre,2 people found this helpful,"Reviewed in the United States on May 19, 2020"
"
Amazing Comfort
",Lisa R,5.0 out of 5 stars,"

  These Crocs are softer than I imagined, fit a bit wider than I was hoping for, and the arch support is not there for me, but I have high arches.However,  They are amazing in comfort!  Personally this is not something I would want to wear on a day with a lot of walking, but I may try a 1/2 size smaller (if they make them that way).I am normally a 6 in everything so I bought a 6.they are too wide for my feet and I cannot walk in them without the heel strap or my feet come out of them.with the strap they're great.I have told others to try them for their amazing comfort.I just need to find the right size for my feet.I wear these every day since I got them so they're not so big I cannot use them.I definitely recommend these to family and friends.

",Size: 6 Women/4 MenColor: Black,2 people found this helpful,"Reviewed in the United States on July 31, 2016"
"
The comfortable hot girl summer shoe 💀.
",Caroline Sanchez,5.0 out of 5 stars,"

  Listen, this is a comfortable hot girl summer at its finest. It is way too hot to be out here in sneakers, so slides and crocs it is. Depending on what color you choose, you can get them to match with anything, or just get two pairs. I loved them so much that I'm going to get another pair.My only thing with these is that I'm a half size. My feet are a size 9.5 (ik the small feet girls are scared rn). The size 9 don't fit me, but the size 10 are a slight bit big for me. It's not like they're dramatically big, just more wiggle room than expected. But who cares, they're cute! Go get some, sis.

",Size: 10 Women/8 MenColor: Lavender,,"Reviewed in the United States on July 27, 2020"
"
Crocs are nearly perfect for me
",Jeffrey 440,5.0 out of 5 stars,"

  I've been wearing Crocs for over 12 years now and they don't cost much, easy to clean up, durable, comfy to wear and lasts a long, long time!! Size is ""as expected"" I get their basic or classic clogs and flip the strap up so I can just slide them on/off my feet & wear them nearly everywhere. They may look dorky, but they are about the most comfortable shoes I have ever worn in my life....so far!! 5 stars!!

",Size: 14 Women/12 MenColor: Black,,"Reviewed in the United States on October 18, 2020"
"
So Ugly, they’re cute!
",callisun2000,5.0 out of 5 stars,"

  I finally bought my teenage daughter some crocs of her own. I’ve worn them as slippers for years. They were recommended from a podiatrist for my plantar fasciitis. Now She doesn’t have to steal mine to walk her dog. I never thought she would even like them, but she loves them! They’re easy to slip on over her slipper socks and they’re a cute fun color!

",Size: 6 Women/4 MenColor: Lavender,One person found this helpful,"Reviewed in the United States on January 28, 2020"
"
Great Product with Great Customer Service
",Nathan,5.0 out of 5 stars,"

  The customer support was great! I originally purchased a size too small, and they sent me the correct size a day later. I was blown away at how quickly the replacement came. The sizes are true to form. I was originally worried that the next size up would be way too big, but it fits great. The ankle strap works great for this. So far the shoes are real comfortable, and I'm very excited about wearing them in the future.

",Size: 15 Women/13 MenColor: Khaki,,"Reviewed in the United States on September 19, 2020"
"
Great fit for any age
",Cee Cee,5.0 out of 5 stars,"

  Our podiatrist recommended Crocs for our 94 year old father who needed more padding for his heels as well as a shoe that would be easy on his bunions. I was a bit hesitant thinking the popular slip on would fit too loosely and that my father would have a difficult time adjusting to this style and fit. I was wrong! Crocs are easy to slip on and off.  He’s using the heel strap and they fit perfectly. He’s the coolest great granddad and now has us wanting a new pair!

",Size: 11 Women/9 MenColor: Black,,"Reviewed in the United States on August 3, 2020"
"
runs small
",Allen Yanney,4.0 out of 5 stars,"

  I've had a couple pair of Crocs.  Previous pair was a little big and sloppy.  I ordered the next size smaller and these are a bit too tight.  I could slip on the larger ones without touching them and they'd stay on most of the time with the strap slipping into place.  The smaller ones require a quick finger to pull the strap and then they're a little too tight at the toes.  I wish they made half sizes, but I just fall between that jump in size.  Otherwise, they're good as a slipper and a deck shoe.  They require no care and last a long time.

",Size: 13 Women/11 MenColor: Navy,One person found this helpful,"Reviewed in the United States on October 17, 2018"
"
Fun, comfortable, saves my knees.
",Murph,5.0 out of 5 stars,"

  I work in aquatics. I'm around pools all the time and pool decks are hard - tile on concrete or concrete. These shoes save my knees. Others must like them as deck shoes too because I see black ones all the time (I've owned 2 pair in black), but I get tired of almost putting on someone else's shoes! So, Yellow it is. I can find them easily among all the other ""men's deck shoes"" and their fun! In my job I work with a lot of kids, and they really like them too.

",Size: 13 Women/11 MenColor: Lemon,,"Reviewed in the United States on May 20, 2020"
"
Received the wrong item
",Emily Aiken,4.0 out of 5 stars,"

  I had to go through three rounds of purchases before I got the right shoe. The first time was my fault, my boyfriend wears a 10.5 so I sized up to an 11 and that ended up being too big. So I exchanged them for a smaller size (a 10). Instead, I was given a fur lined croc (I had bought the original croc) and it was a different color. So I had to send those back and order yet another pair of crocs. They came and were the right size, color, and style. Just the same as you would buy in the store.

",Size: 12 Women/10 MenColor: Black,,"Reviewed in the United States on January 7, 2020"
"
better than 2$ flip flops
",Alonzo,5.0 out of 5 stars,"

  I remember a friend of mine hopped onboard with these YEARS back and I completely made fun of him constantly because thats what friends do. After a few years and tons of thousands of people were wearing these things everywhere I figured they had to be good or just crazy hype. I had to try em so I grabbed a pair and I have to say they're very sturdy, comfortable, and theres better arch support vs a pair of slides. Its pretty much like boots combined with sandals? Anyways yeah I like them.

",Size: 6 Women/4 MenColor: Slate Grey,,"Reviewed in the United States on January 14, 2020"
"
Short in the toe but Oh So fun
",By the beach,4.0 out of 5 stars,"

  Crocs are crocs, right? I finally, after years, sprung for a pair of classic crocs. I am spending time on the farm, and these are great for gardening, checking on the horses & chickens etc. so easy to clean. And in this incessant rain (thanks Harvey) I need a waterproof shoe. Size wise.... I wish  they had half sizes. I wear 8.5, but ordered 8 as suggested. Maybe I have weird toes (I admit to have broken 2). Although the toe box is roomy, my 4th and 5th toes feel uncomfortably squished. I hope that, with time, the Crocs will mold to my feet. A size up is not an option, they would be floating on me. In short: I love the color (pepper, not too red but defnitely cheery!) and the functionality.

",Size: 8 Women/6 MenColor: Pepper,3 people found this helpful,"Reviewed in the United States on September 3, 2017"
"
Elder Approved
",Serious Shopper,5.0 out of 5 stars,"

  My mother took a bad fall on cement as she was walking with slippers/flip flops.  The flip flops folded under at the top which made her trip.  My sister bought her a pair of crocs which she uses in the house, so I bought her this pair for use outside.  She is pleased with the fit, and the color, and I'm happy that she's more secure walking...no more tripping with floppy flip flops.

",Size: 8 Women/6 MenColor: Khaki,One person found this helpful,"Reviewed in the United States on November 29, 2020"
"
Light and Comfy. Do Not Leave out in the Sun!
",Bunbury3,4.0 out of 5 stars,"

  These a very light, which was unexpected. I thought they would be like the old, heavy, rubber ones, but these seem to be silicone-based and are pleasantly light, bendable and comfortable. They are good for letting the errant water flow through during gardening, but of course, the open side holes also allow lots of dirt to get in, which is not as easy to get out without taking them off. That said, how hard is it to take them off? They do what they are supposed to.A word to the wise: Do not leave your Crocs out in the sun. They will shrink. These are a replacement for a men's size 9 that shrank to a women's size 7 after being in the hot sun all day. No amount of internet home remedies would fix it.

",Size: 11 Women/9 MenColor: Tangerine,One person found this helpful,"Reviewed in the United States on July 10, 2017"
"
Buy em Sis 🥰
",China Doll,4.0 out of 5 stars,"

  I love these shoes so much!!! Only reason I’m giving them 4 stars is because they didn’t come in an authentic crocs box they came in a plastic bag which was really disappointing. I have all my shoes organized in their original box so other than that great buy. *All charms were purchased on amazon separately* but they do make the shoes extra funky and stylish. I highly recommend 👍🏽

",Size: 7 Women/5 MenColor: Lime Punch,,"Reviewed in the United States on November 13, 2020"
"
I don't care if you think they're ugly
",Dan Hoover,5.0 out of 5 stars,"

  Crocs can be life changing. They're amazing on airplanes when your feet swell on long flights. They're ridiculously comfortable. They have great arch support.  Sometimes after wearing regular shoes for a few days straight, I get really bad arch pain.  Wearing these for a day or two fixes me right up. Love them.  Note that the arch support wears out a little faster than the shoe itself, so since I wear these around the office every day, I replace them about every 4 months.

",Size: 15 Women/13 MenColor: Khaki,,"Reviewed in the United States on February 11, 2020"
"
Perfect
",Jackie,5.0 out of 5 stars,"

  It's true to size I am a woman's size 10 and it fit perfectly. I got the light blue color and it is exactly as pictured. I think the little bumps will wear down with time. I know these are ugly shoes but they are perfect for wearing poolside and in the lake in upstate New York where we have zebra mussels. these are literally my go-to outside shoe in the summer and I'm happy I finally have a pair of my own I used to steal my husband's all the time.

",Size: 10 Women/8 MenColor: Ice Blue,,"Reviewed in the United States on May 11, 2020"
"
works ok with plantar fasciitis
",jake,5.0 out of 5 stars,"

  Was concerned that the crocs wouldn't support my feet well enough since I have bilateral plantar fasciitis. been wearing them for about a week and so far they offer ok support for both feet. Super light crocs, well made and worth the cost.  Wouldn't buy them for yeeeeeeaars because the shoes are butt-ugly...but now that I'm older and I don't care anymore, I'm glad I went ahead and bought them.

",Size: 12 Women/10 MenColor: Slate Grey,,"Reviewed in the United States on September 21, 2020"
"
The ultimate shoe for changing terrains!
",Mike W,5.0 out of 5 stars,"

  Bought these amphibious assault shoes to craft a raft on the shore of a river out of old, downed logs. These bad boys kept my feet safe from rocks, spiders, bamboo (which would normally puncture straight through soft flesh), and broken glass. Crocs are top notch when it comes to aquatic adventuring. I highly recommend them. Not for their looks, as they're no prize pony, but for their extreme utility.

",Size: 12 Women/10 MenColor: Slate Grey,,"Reviewed in the United States on September 12, 2020"
"
LOOOOOVES
",JBreeze,5.0 out of 5 stars,"

  I love Crocs, and now that they're ""in fashion,"" I've been buying them for all my nieces when I find their fav colors at a good price. I had to watch these ones for a little while, but I managed to get them at the right time, because an extra $11 was taken off at checkout!! Literally the cheapest I've ever gotten brand new, authentic Crocs, and I get to keep my ""Coolest Aunt Ever"" standing with my 13yr old niece because she was so stoked on'm!

",Size: 8 Women/6 MenColor: Tangerine,,"Reviewed in the United States on May 27, 2020"
"
My friends can make fun all they want.
",Courtney Pernell,5.0 out of 5 stars,"

  This is my first pair of crocs. I always thought they were kinda ugly (I mean, let’s be real, right?!?) But I’m redoing an old building and my feet were hurting all the time and I kept stealing my son’s crocs at home. He suggested I get my own size 8’s instead of wearing his 12’s. So I swallowed my pride and got me some crocs.OMG I sleep in them. They have become my work shoes- I paint in them, climb on the roof with them, garden in them, and cook in them. Why have I just now discovered Crocs?!?My friends make endless fun of me. They send me croc memes. I don’t why they are so tickled at my crocs, but they don’t know what they are missing. One day they’ll wish they were like me, and had their own.

",Size: 8 Women/6 MenColor: Army Green,,"Reviewed in the United States on August 27, 2020"
"
LOVE THEM SO MUCH but slightly big
",Jenny,4.0 out of 5 stars,"

  I literally LOVE crocs so much. I bought a grey pair last month and having looked back since. They are slightly wider and larger than the normal shoe but it’ll be great for the winter and thick socks. You do have to get used to the little beads on the bottom of the croc but honestly soooooo comfortable. Btw sport mode all the way. Get yourself a pair and be ready for the judging comments. Don’t worry, it’ll be worth it.

",Size: 7 Women/5 MenColor: Lavender,,"Reviewed in the United States on October 26, 2020"
"
Comfortable for house shoes
",BookLover,5.0 out of 5 stars,"

  I wear these around the house b/c I have high arches and am not supposed to go barefoot very much. They don't have much arch support, so I added felt arch cookies and now they provide better support. They're a little loose but I like that, since I'm using them as house slippers.

",Size: 11 Women/9 MenColor: Neon Purple,One person found this helpful,"Reviewed in the United States on May 12, 2020"
"
Great fit, very comfortable
",D. Yauch,5.0 out of 5 stars,"

  I normally wear size 8.5. Usually when I get footware such as this they only come in whole sizes, so I have to choose between 8 and 9 (US). My experience has told me to go with the 8 (flip flops, muck boots, etc). It held true for these, I ordered the size 8 and fit is just what I wanted. Overall love the design, there is a bit of arch support which I want, very comfortable. I wear these as ""house slippers"" all the time I'm in the house, I live on a farm and wear boots most of the time outside, so out in the garage I leave these while stepping into my boots, and vice versa. I probably wouldn't wear these out anywhere, but you certainly could. I don't use the straps, just leave them in the out of the way position, forward, but if I did wear them any place but in the house I'd probably engage those straps.

",Size: 10 Women/8 MenColor: Black,,"Reviewed in the United States on October 24, 2018"
"
Best Shoes Ever
",Taylor Becker,5.0 out of 5 stars,"

  I had a pair of Crocs as a kid, but never got another pair once I grew out of them. Like so many, I fell into the ""Crocs are the worst"" mindset (where it's fashionable to hate them). Having a two year old, I was looking for a pair of slip on shoes that were more comfortable than flip flops. After hours of searching, I remembered my childhood Crocs and decided to give them a chance and I'm SO glad I did. I don't even care that they look a little silly (but really not bad!) because they're so stinkin comfortable. Now I can slip them on to play outside with my daughter, run to the store, or play in the lake. They're awesome!

",Size: 8 Women/6 MenColor: Pool,,"Reviewed in the United States on July 20, 2020"
"
Lightweight easycare slip ons
",Sue Woods,5.0 out of 5 stars,"

  I work as a volunteer with puppies, with a hygiene routine that requires me to change footwear inside and outside their pens. These are perfect for the job, being (very) lightweight, easy to disinfect and slip on and off. The back strap is useful to give added security if needed. I am an 8 1/2 (US), 39 Eur or 6.5 UK and I bought a size 9. They are easy to wear and keep on, particularly with socks, and I'm not swimming in them, as I had feared I might be. Buy up, not down, if you are a half size like me.

",,,"Reviewed in the United States on November 23, 2019"
"
Not What They're ""Croc""d up to be.
",Mildred Schaeffer,4.0 out of 5 stars,"

  Purchased for husband who wears a 12 extra wide. First pair I ordered were 13 because some said they were on the small narrow side. Whoops! Way too long and too wide! Next were size 12, and again no winner. Too long and too wide. Third time,(size 11), they fit! He says they are comfortable and not too long or wide, but he needs the heel strap for best fit. So... 4.5 stars for fit,(finally), and 1 star for too many trips to UPS to return. PS. All 3 pair are made in Mexico. So much for jobs for Americans! Really should deduct a star for that.

",Size: 15 Women/13 MenColor: Slate Grey,,"Reviewed in the United States on July 24, 2020"
"
Same size but fits differently
",playmytune,5.0 out of 5 stars,"

  I purchased these crocs in September 2020.  Just started wearing them today.  I assumed they would fit like the last pair I purchased because they are the same size.  I found this pair to be a little shorter ad not as wide.  I noticed this pair was made in China where as the last pair was made in Mexico.  Disappointed that this pair doesn't fit as nice ad the last pair.

",Size: 8 Women/6 MenColor: Chocolate,,"Reviewed in the United States on November 20, 2020"
"
Gorgeous Emerald Green
",Jaliah Bryant,5.0 out of 5 stars,"

  If your favorite color is green then you will love this shoe and even if it’s not you will still love it ! The green is much prettier in person. It’s like a jade/emerald green. As far as sizes go I always order a 9 but Crocs do stretch after you wear them for a while so now the shoe is more roomy! I would still recommend buying your regular size ! Because when you wear socks it will feel snug NOT tight.

",Size: 9 Women/7 MenColor: Deep Green,,"Reviewed in the United States on November 8, 2020"
"
Great for gardening & around the house
",jellybean,5.0 out of 5 stars,"

  I have worn these since I got my first pair for 50¢ at a garage sale! The price on Amazon was not quite that good, but it was on the low side. I did have to return mine though because my size was not available in my desired color of khaki. Zappos had them (free shipping and free returns). As always, Amazon is my first choice, but even having to pay $6 more on Zappos.com I got the color I needed. Crocs sizing can be confusing: the bottom of each shoe list two sizes:  M (men) W (women). So when looking for your size, look for your gender size. The shoes should fit roomy at the toe and at the heal - do not let them rub anywhere (as advised by crocs). You will get used to the loose fit after a while - or just use the back strap for more stability. I ordered M 8/ W6 and it was to small (short: toe & heal touched ends) My normal shoe size is women's 8 and on rare occasion 8 1/2. My foot is narrow to med. width. The size I needed from crocs was M7/W9 (so the women's 8 was too small/short). Amazon showed my size of US7/9 (way down at the bottom of the scroll down drop-list), but did not have my color available. Thought I'd take a chance (to save $6) and try women's 8. Zappos, like Amazon, delivered quickly and the shoes in the proper size 7/9 fit!

",Size: 8 Women/6 MenColor: Khaki,2 people found this helpful,"Reviewed in the United States on May 9, 2014"
"
Pampering my feet
",jacques,5.0 out of 5 stars,"

  I work at home during this Covid and I wear these Crocs 12 hours per day with or without socks... They are so comfortable it's like wearing nothing. It protects me from our cold marble floors. My feet never sweat in them. This is my second pair after 3 years and I just love them. For $30 it's the best way to pamper my feet. The old ones I use to go outside and they have the same comfort level, except a different color

",Size: 9 Women/7 MenColor: Navy,,"Reviewed in the United States on July 17, 2020"
"
Cool but these spikes on the insole are a bit annoying
",Amaro D. Rossa,4.0 out of 5 stars,"

  I love everything about this product except for those little spikes inside. I thought Crocs were supposed to be smooth on the inside or something? Everything else is spot on. That's why I can only give 4 stars. I usually wear a size 8.5 men so I ordered an 8 and they fit perfectly! Everything else is great though. I knowwwww theses are going to bed a great investment for my knees and the little spikes inside will wear down eventually.

",,,"Reviewed in the United States on April 22, 2020"
"
So comfortable! Use as house shoes while pregnant
",Chuck,5.0 out of 5 stars,"

  These are my favorite house shoes in the world! I’m 22 weeks pregnant and started to get some serious back pain as well as achey feet. My heals would kill me at the end of the day just walking around my house since we have wood floors and tile plus our carpeted areas do not have really good padding underneath. I got these and they helped me tremendously. Sure they’re not the most appealing or fashionable.. but I still think they’re cute. The color is nice and it actually has like a pearly finish to them. LOOOVE THESE shoes!

",Size: 9 Women/7 MenColor: Melon,,"Reviewed in the United States on August 19, 2019"
"
Comfy but too wide
",imlynnadok,4.0 out of 5 stars,"

  I returned the first pair of Crocs (unisex) that I purchased because they were ginormous. They were not only large but very wide. That said, they felt good on the sole of my arthritic feet. I went on-line again & search for a pair that was described as ""women's"" because other reviewers stated there was a definite difference in the width, ie, women's were narrower. Not so. These are just as wide. I normally wear Danskos so I'm accustomed to a shoe that fits loosely but I feel I could almost get both feet in one Croc.If you have wide feet, order the B(M)--Do NOT size up. These are really comfy but they are so wide I'm hesitant to wear them out & about.

",,4 people found this helpful,"Reviewed in the United States on July 26, 2016"
